orig_question_num,question,possible_answers,correct_answer,text,context_num
Q_972,On what date did heavy rainfall lead to flooding across portions of the New York metropolitan area?,"['September 28, 2023', 'September 29, 2023', 'September 30, 2023', 'October 1, 2023']",1,"### Article: September 2023 New York floods.
### Section: Summary.
### Subsection: None.
### Text: On September 29, 2023, heavy rainfall led to flooding across portions of the New York metropolitan area and areas in New York City, United States. New York governor Kathy Hochul declared a state of emergency for five boroughs in New York, including portions of Hudson Valley and Long Island, and New York City mayor Eric Adams declared a state of emergency for the city. New Jersey governor Phil Murphy declared a state of emergency for all 21 counties in the state, and Hoboken, New Jersey mayor Ravinder Bhalla also declared a state of emergency. The flooding suspended train service across numerous lines in Brooklyn, and every line on the New York City Subway was affected. Metro-North Railroad service was suspended on three lines, and several boroughs and numerous streets were flooded throughout the region. A ground stop was imposed on LaGuardia Airport, where nearly 60 flights were cancelled. The heavy rainfall was caused by a stalled low-pressure area as showers and thunderstorms developed on September 29.",42
Q_973,Which New York City official declared a state of emergency for the city?,"['Kathy Hochul', 'Eric Adams', 'Phil Murphy', 'Ravinder Bhalla']",1,"### Article: September 2023 New York floods.
### Section: Summary.
### Subsection: None.
### Text: On September 29, 2023, heavy rainfall led to flooding across portions of the New York metropolitan area and areas in New York City, United States. New York governor Kathy Hochul declared a state of emergency for five boroughs in New York, including portions of Hudson Valley and Long Island, and New York City mayor Eric Adams declared a state of emergency for the city. New Jersey governor Phil Murphy declared a state of emergency for all 21 counties in the state, and Hoboken, New Jersey mayor Ravinder Bhalla also declared a state of emergency. The flooding suspended train service across numerous lines in Brooklyn, and every line on the New York City Subway was affected. Metro-North Railroad service was suspended on three lines, and several boroughs and numerous streets were flooded throughout the region. A ground stop was imposed on LaGuardia Airport, where nearly 60 flights were cancelled. The heavy rainfall was caused by a stalled low-pressure area as showers and thunderstorms developed on September 29.",42
Q_974,What was the cause of the heavy rainfall that led to flooding?,"['A hurricane', 'A stalled low-pressure area', 'A tornado', 'A heatwave']",1,"### Article: September 2023 New York floods.
### Section: Summary.
### Subsection: None.
### Text: On September 29, 2023, heavy rainfall led to flooding across portions of the New York metropolitan area and areas in New York City, United States. New York governor Kathy Hochul declared a state of emergency for five boroughs in New York, including portions of Hudson Valley and Long Island, and New York City mayor Eric Adams declared a state of emergency for the city. New Jersey governor Phil Murphy declared a state of emergency for all 21 counties in the state, and Hoboken, New Jersey mayor Ravinder Bhalla also declared a state of emergency. The flooding suspended train service across numerous lines in Brooklyn, and every line on the New York City Subway was affected. Metro-North Railroad service was suspended on three lines, and several boroughs and numerous streets were flooded throughout the region. A ground stop was imposed on LaGuardia Airport, where nearly 60 flights were cancelled. The heavy rainfall was caused by a stalled low-pressure area as showers and thunderstorms developed on September 29.",42
Q_975,How many flights were cancelled at LaGuardia Airport due to the flooding?,"['Nearly 30 flights', 'Nearly 60 flights', 'Nearly 90 flights', 'Nearly 120 flights']",1,"### Article: September 2023 New York floods.
### Section: Summary.
### Subsection: None.
### Text: On September 29, 2023, heavy rainfall led to flooding across portions of the New York metropolitan area and areas in New York City, United States. New York governor Kathy Hochul declared a state of emergency for five boroughs in New York, including portions of Hudson Valley and Long Island, and New York City mayor Eric Adams declared a state of emergency for the city. New Jersey governor Phil Murphy declared a state of emergency for all 21 counties in the state, and Hoboken, New Jersey mayor Ravinder Bhalla also declared a state of emergency. The flooding suspended train service across numerous lines in Brooklyn, and every line on the New York City Subway was affected. Metro-North Railroad service was suspended on three lines, and several boroughs and numerous streets were flooded throughout the region. A ground stop was imposed on LaGuardia Airport, where nearly 60 flights were cancelled. The heavy rainfall was caused by a stalled low-pressure area as showers and thunderstorms developed on September 29.",42
Q_1000,"What was the result of the deal between WWE and UFC on April 3, 2023?","['WWE acquired UFC', 'UFC acquired WWE', 'WWE and UFC merged into a new company', 'The deal was cancelled']",2,"### Article: NXT No Mercy.
### Section: Production.
### Subsection: Background.
### Text: The deal involved a merger of WWE with the UFC into a new publicly traded company, with Endeavor holding a 51% stake. The sale was confirmed the next day on April 3, 2023, and was finalized on September 12, with WWE merging with the UFC to become divisions of TKO Group Holdings. NXT No Mercy was in turn WWE's first livestreaming event held in which the company was not owned and controlled by the McMahon family, and subsequently the first livestreaming event under TKO.",43
Q_1001,What is the name of the new publicly traded company formed by the merger of WWE and UFC?,"['WWE UFC Holdings', 'TKO Group Holdings', 'Endeavor Entertainment', 'McMahon Family Holdings']",1,"### Article: NXT No Mercy.
### Section: Production.
### Subsection: Background.
### Text: The deal involved a merger of WWE with the UFC into a new publicly traded company, with Endeavor holding a 51% stake. The sale was confirmed the next day on April 3, 2023, and was finalized on September 12, with WWE merging with the UFC to become divisions of TKO Group Holdings. NXT No Mercy was in turn WWE's first livestreaming event held in which the company was not owned and controlled by the McMahon family, and subsequently the first livestreaming event under TKO.",43
Q_1002,What percentage stake does Endeavor hold in the new company formed by the merger of WWE and UFC?,"['40%', '51%', '60%', '70%']",1,"### Article: NXT No Mercy.
### Section: Production.
### Subsection: Background.
### Text: The deal involved a merger of WWE with the UFC into a new publicly traded company, with Endeavor holding a 51% stake. The sale was confirmed the next day on April 3, 2023, and was finalized on September 12, with WWE merging with the UFC to become divisions of TKO Group Holdings. NXT No Mercy was in turn WWE's first livestreaming event held in which the company was not owned and controlled by the McMahon family, and subsequently the first livestreaming event under TKO.",43
Q_1003,What was significant about NXT No Mercy in relation to WWE?,"['It was the first event held in a new arena', 'It was the first event held under TKO Group Holdings', 'It was the first event held without the McMahon family', 'It was the first event held with the UFC']",2,"### Article: NXT No Mercy.
### Section: Production.
### Subsection: Background.
### Text: The deal involved a merger of WWE with the UFC into a new publicly traded company, with Endeavor holding a 51% stake. The sale was confirmed the next day on April 3, 2023, and was finalized on September 12, with WWE merging with the UFC to become divisions of TKO Group Holdings. NXT No Mercy was in turn WWE's first livestreaming event held in which the company was not owned and controlled by the McMahon family, and subsequently the first livestreaming event under TKO.",43
Q_1060,On which date did SAG-AFTRA lead negotiators receive an offer from the AMPTP?,"['November 1', 'November 3', 'November 4', 'November 5']",2,"### Article: 2023 SAG-AFTRA strike.
### Section: Timeline of negotiations and strike activity.
### Subsection: Nov-23.
### Text: Meetings continued from November 1 to November 3. On November 4, SAG-AFTRA lead negotiators stated that they ""received an offer today from the AMPTP, which they characterized as their 'Last, Best, and Final Offer'. we are reviewing it and considering our response within the context of the critical issues addressed in our proposals. "" On November 5, SAG-AFTRA sent a statement to its members saying that the negotiating team had ""analyzed and thoroughly discussed the AMPTP's counter proposal all day and well into the night and will continue our deliberations on Monday. ""  On November 6, SAG-AFTRA sent a letter to members that said: ""This morning our negotiators formally responded to the AMPTP’s 'Last, Best & Final' offer. there are several essential items on which we still do not have an agreement, including AI. "" Later that evening, Deadline Hollywood reported that the virtual meeting ended late, with plans to continue negotiations. A studio insider told Deadline that, ""this was a productive session, some work still required before there’s a deal. "" On November 7, SAG-AFTRA and AMPTP met again. A ""guild source"" told Deadline Hollywood that they ""are very close.",44
Q_1061,What was the outcome of the virtual meeting on November 6?,"['A deal was reached', 'The meeting was postponed', 'The meeting ended late with plans to continue negotiations', 'The meeting was cancelled']",2,"### Article: 2023 SAG-AFTRA strike.
### Section: Timeline of negotiations and strike activity.
### Subsection: Nov-23.
### Text: Meetings continued from November 1 to November 3. On November 4, SAG-AFTRA lead negotiators stated that they ""received an offer today from the AMPTP, which they characterized as their 'Last, Best, and Final Offer'. we are reviewing it and considering our response within the context of the critical issues addressed in our proposals. "" On November 5, SAG-AFTRA sent a statement to its members saying that the negotiating team had ""analyzed and thoroughly discussed the AMPTP's counter proposal all day and well into the night and will continue our deliberations on Monday. ""  On November 6, SAG-AFTRA sent a letter to members that said: ""This morning our negotiators formally responded to the AMPTP’s 'Last, Best & Final' offer. there are several essential items on which we still do not have an agreement, including AI. "" Later that evening, Deadline Hollywood reported that the virtual meeting ended late, with plans to continue negotiations. A studio insider told Deadline that, ""this was a productive session, some work still required before there’s a deal. "" On November 7, SAG-AFTRA and AMPTP met again. A ""guild source"" told Deadline Hollywood that they ""are very close.",44
Q_1062,What was one of the essential items on which SAG-AFTRA and AMPTP did not have an agreement on November 6?,"['Salary', 'AI', 'Benefits', 'Scheduling']",1,"### Article: 2023 SAG-AFTRA strike.
### Section: Timeline of negotiations and strike activity.
### Subsection: Nov-23.
### Text: Meetings continued from November 1 to November 3. On November 4, SAG-AFTRA lead negotiators stated that they ""received an offer today from the AMPTP, which they characterized as their 'Last, Best, and Final Offer'. we are reviewing it and considering our response within the context of the critical issues addressed in our proposals. "" On November 5, SAG-AFTRA sent a statement to its members saying that the negotiating team had ""analyzed and thoroughly discussed the AMPTP's counter proposal all day and well into the night and will continue our deliberations on Monday. ""  On November 6, SAG-AFTRA sent a letter to members that said: ""This morning our negotiators formally responded to the AMPTP’s 'Last, Best & Final' offer. there are several essential items on which we still do not have an agreement, including AI. "" Later that evening, Deadline Hollywood reported that the virtual meeting ended late, with plans to continue negotiations. A studio insider told Deadline that, ""this was a productive session, some work still required before there’s a deal. "" On November 7, SAG-AFTRA and AMPTP met again. A ""guild source"" told Deadline Hollywood that they ""are very close.",44
Q_1063,On which date did SAG-AFTRA and AMPTP meet again after the virtual meeting on November 6?,"['November 5', 'November 7', 'November 8', 'November 9']",1,"### Article: 2023 SAG-AFTRA strike.
### Section: Timeline of negotiations and strike activity.
### Subsection: Nov-23.
### Text: Meetings continued from November 1 to November 3. On November 4, SAG-AFTRA lead negotiators stated that they ""received an offer today from the AMPTP, which they characterized as their 'Last, Best, and Final Offer'. we are reviewing it and considering our response within the context of the critical issues addressed in our proposals. "" On November 5, SAG-AFTRA sent a statement to its members saying that the negotiating team had ""analyzed and thoroughly discussed the AMPTP's counter proposal all day and well into the night and will continue our deliberations on Monday. ""  On November 6, SAG-AFTRA sent a letter to members that said: ""This morning our negotiators formally responded to the AMPTP’s 'Last, Best & Final' offer. there are several essential items on which we still do not have an agreement, including AI. "" Later that evening, Deadline Hollywood reported that the virtual meeting ended late, with plans to continue negotiations. A studio insider told Deadline that, ""this was a productive session, some work still required before there’s a deal. "" On November 7, SAG-AFTRA and AMPTP met again. A ""guild source"" told Deadline Hollywood that they ""are very close.",44
Q_1076,On what date did a stationary frontal boundary bring slow-moving showers and thunderstorms to the Northeastern United States?,"['September 10', 'September 11', 'September 12', 'September 13']",1,"### Article: September 2023 northeastern U.S. floods.
### Section: Meteorological synopsis.
### Subsection: None.
### Text: On September 11, a stationary frontal boundary, combined with a low-pressure area in eastern New Jersey and a convergence zone extending across Connecticut, Rhode Island, and Massachusetts, brought slow-moving showers and thunderstorms to the Northeastern United States, bringing heavy rainfall across portions of the region. Favorable thermodynamics also supported thunderstorm development, and surface-based convective available potential energy in the 1000-1500 J/kg values were also in place across a small portion of the region. Matthew Belk, a National Weather Service meteorologist, stated that the flood was a ""200-year event"".",45
Q_1077,What was the range of surface-based convective available potential energy in place across a small portion of the region?,"['500-1000 J/kg', '1000-1500 J/kg', '1500-2000 J/kg', '2000-2500 J/kg']",1,"### Article: September 2023 northeastern U.S. floods.
### Section: Meteorological synopsis.
### Subsection: None.
### Text: On September 11, a stationary frontal boundary, combined with a low-pressure area in eastern New Jersey and a convergence zone extending across Connecticut, Rhode Island, and Massachusetts, brought slow-moving showers and thunderstorms to the Northeastern United States, bringing heavy rainfall across portions of the region. Favorable thermodynamics also supported thunderstorm development, and surface-based convective available potential energy in the 1000-1500 J/kg values were also in place across a small portion of the region. Matthew Belk, a National Weather Service meteorologist, stated that the flood was a ""200-year event"".",45
Q_1078,"What type of event did Matthew Belk, a National Weather Service meteorologist, describe the flood as?","['100-year event', '200-year event', '500-year event', '1000-year event']",1,"### Article: September 2023 northeastern U.S. floods.
### Section: Meteorological synopsis.
### Subsection: None.
### Text: On September 11, a stationary frontal boundary, combined with a low-pressure area in eastern New Jersey and a convergence zone extending across Connecticut, Rhode Island, and Massachusetts, brought slow-moving showers and thunderstorms to the Northeastern United States, bringing heavy rainfall across portions of the region. Favorable thermodynamics also supported thunderstorm development, and surface-based convective available potential energy in the 1000-1500 J/kg values were also in place across a small portion of the region. Matthew Belk, a National Weather Service meteorologist, stated that the flood was a ""200-year event"".",45
Q_1079,In which state was the low-pressure area located that contributed to the heavy rainfall?,"['New York', 'New Jersey', 'Massachusetts', 'Connecticut']",1,"### Article: September 2023 northeastern U.S. floods.
### Section: Meteorological synopsis.
### Subsection: None.
### Text: On September 11, a stationary frontal boundary, combined with a low-pressure area in eastern New Jersey and a convergence zone extending across Connecticut, Rhode Island, and Massachusetts, brought slow-moving showers and thunderstorms to the Northeastern United States, bringing heavy rainfall across portions of the region. Favorable thermodynamics also supported thunderstorm development, and surface-based convective available potential energy in the 1000-1500 J/kg values were also in place across a small portion of the region. Matthew Belk, a National Weather Service meteorologist, stated that the flood was a ""200-year event"".",45
Q_1088,Where was Interstate 15 shut down due to flooding?,"['Near the Arizona—Nevada border', 'Near the California—Nevada border', 'Near the Utah—Nevada border', 'Near the Oregon—Nevada border']",1,"### Article: September 2023 southwestern U.S. floods.
### Section: Impact.
### Subsection: Nevada.
### Text: Interstate 15 near the California—Nevada border and south of Jean was shut down due to flooding. At least 24 water rescues occurred and more than 30 vehicles submerged in floodwaters as crews from Las Vegas Fire & Rescue assisted with search and rescue efforts. One death, possibly due to drowning from floodwaters, occurred near Las Vegas in West Valley, Nevada. A downpour also temporarily delayed a UNLV—Bryant college football game at Allegiant Stadium. Portions of the Las Vegas Strip flooded, including a channel outside of the The Linq as the city of Las Vegas was under a flash flood warning. The Nevada Department of Transportation closed travel lanes on Nevada State Route 447. Debris closed all but one lane on U. S. Route 93 northbound. More than 4,000 power outages occurred, and 108 flights were cancelled, along with 673 delayed flights at Harry Reid International Airport.",46
Q_1089,How many water rescues occurred in Nevada during the floods?,"['At least 10', 'At least 20', 'At least 24', 'At least 30']",2,"### Article: September 2023 southwestern U.S. floods.
### Section: Impact.
### Subsection: Nevada.
### Text: Interstate 15 near the California—Nevada border and south of Jean was shut down due to flooding. At least 24 water rescues occurred and more than 30 vehicles submerged in floodwaters as crews from Las Vegas Fire & Rescue assisted with search and rescue efforts. One death, possibly due to drowning from floodwaters, occurred near Las Vegas in West Valley, Nevada. A downpour also temporarily delayed a UNLV—Bryant college football game at Allegiant Stadium. Portions of the Las Vegas Strip flooded, including a channel outside of the The Linq as the city of Las Vegas was under a flash flood warning. The Nevada Department of Transportation closed travel lanes on Nevada State Route 447. Debris closed all but one lane on U. S. Route 93 northbound. More than 4,000 power outages occurred, and 108 flights were cancelled, along with 673 delayed flights at Harry Reid International Airport.",46
Q_1090,What was the impact on flights at Harry Reid International Airport?,"['All flights were cancelled', '108 flights were cancelled and 673 delayed', 'All flights were delayed', 'No flights were affected']",1,"### Article: September 2023 southwestern U.S. floods.
### Section: Impact.
### Subsection: Nevada.
### Text: Interstate 15 near the California—Nevada border and south of Jean was shut down due to flooding. At least 24 water rescues occurred and more than 30 vehicles submerged in floodwaters as crews from Las Vegas Fire & Rescue assisted with search and rescue efforts. One death, possibly due to drowning from floodwaters, occurred near Las Vegas in West Valley, Nevada. A downpour also temporarily delayed a UNLV—Bryant college football game at Allegiant Stadium. Portions of the Las Vegas Strip flooded, including a channel outside of the The Linq as the city of Las Vegas was under a flash flood warning. The Nevada Department of Transportation closed travel lanes on Nevada State Route 447. Debris closed all but one lane on U. S. Route 93 northbound. More than 4,000 power outages occurred, and 108 flights were cancelled, along with 673 delayed flights at Harry Reid International Airport.",46
Q_1091,"What was the reason for the death that occurred near Las Vegas in West Valley, Nevada?","['Drowning from floodwaters', 'Electrocution from downed power lines', 'Injury from debris', 'Heart attack from stress']",0,"### Article: September 2023 southwestern U.S. floods.
### Section: Impact.
### Subsection: Nevada.
### Text: Interstate 15 near the California—Nevada border and south of Jean was shut down due to flooding. At least 24 water rescues occurred and more than 30 vehicles submerged in floodwaters as crews from Las Vegas Fire & Rescue assisted with search and rescue efforts. One death, possibly due to drowning from floodwaters, occurred near Las Vegas in West Valley, Nevada. A downpour also temporarily delayed a UNLV—Bryant college football game at Allegiant Stadium. Portions of the Las Vegas Strip flooded, including a channel outside of the The Linq as the city of Las Vegas was under a flash flood warning. The Nevada Department of Transportation closed travel lanes on Nevada State Route 447. Debris closed all but one lane on U. S. Route 93 northbound. More than 4,000 power outages occurred, and 108 flights were cancelled, along with 673 delayed flights at Harry Reid International Airport.",46
Q_1128,On what date did Fain announce a strike vote?,"['August 1', 'August 15', 'August 20', 'August 27']",1,"### Article: 2023 United Auto Workers strike.
### Section: Background.
### Subsection: Contract negotiations.
### Text: On August 15, Fain announced a strike vote; it overwhelmingly passed on August 27 with 97 percent voting in favor. UAW has asked for an immediate 20 percent raise and yearly gradual increases totaling an hourly pay increase of 46 percent, the restoration of traditional pension payment plans and retiree health care, a four-day workweek, job protections, and a beneficial transition to electric vehicles. Fain has acknowledged the UAW demands are audacious but argues they are justified, pushing for the reversal of post-2007 wage cuts.",47
Q_1129,What percentage of voters favored the strike on August 27?,"['80 percent', '90 percent', '95 percent', '97 percent']",3,"### Article: 2023 United Auto Workers strike.
### Section: Background.
### Subsection: Contract negotiations.
### Text: On August 15, Fain announced a strike vote; it overwhelmingly passed on August 27 with 97 percent voting in favor. UAW has asked for an immediate 20 percent raise and yearly gradual increases totaling an hourly pay increase of 46 percent, the restoration of traditional pension payment plans and retiree health care, a four-day workweek, job protections, and a beneficial transition to electric vehicles. Fain has acknowledged the UAW demands are audacious but argues they are justified, pushing for the reversal of post-2007 wage cuts.",47
Q_1130,What is one of the demands made by the UAW in the contract negotiations?,"['A 10 percent raise', 'A four-day workweek', 'A 20 percent raise', 'A five-day workweek']",1,"### Article: 2023 United Auto Workers strike.
### Section: Background.
### Subsection: Contract negotiations.
### Text: On August 15, Fain announced a strike vote; it overwhelmingly passed on August 27 with 97 percent voting in favor. UAW has asked for an immediate 20 percent raise and yearly gradual increases totaling an hourly pay increase of 46 percent, the restoration of traditional pension payment plans and retiree health care, a four-day workweek, job protections, and a beneficial transition to electric vehicles. Fain has acknowledged the UAW demands are audacious but argues they are justified, pushing for the reversal of post-2007 wage cuts.",47
Q_1131,"According to Fain, what is the justification for the UAW demands?","['The current economic situation', 'The reversal of post-2007 wage cuts', 'The rise of electric vehicles', 'The increase in production costs']",1,"### Article: 2023 United Auto Workers strike.
### Section: Background.
### Subsection: Contract negotiations.
### Text: On August 15, Fain announced a strike vote; it overwhelmingly passed on August 27 with 97 percent voting in favor. UAW has asked for an immediate 20 percent raise and yearly gradual increases totaling an hourly pay increase of 46 percent, the restoration of traditional pension payment plans and retiree health care, a four-day workweek, job protections, and a beneficial transition to electric vehicles. Fain has acknowledged the UAW demands are audacious but argues they are justified, pushing for the reversal of post-2007 wage cuts.",47
Q_1160,What was the original format of Victory Road between 2004 and 2012?,"['A weekly television series', 'A monthly pay-per-view event', 'A special edition of Impact!', 'A pre-recorded One Night Only event']",1,"### Article: Victory Road (2023).
### Section: Production.
### Subsection: Background.
### Text: Victory Road was an annual professional wrestling event produced by Impact Wrestling (then known as Total Nonstop Action Wrestling) between 2004 and 2012. In 2013, TNA discontinued most of its monthly pay-per-view events in favor of the new pre-recorded One Night Only events. Victory Road would be revived as a ""One Night Only"" event in 2014 and a special edition of Impact's weekly television series in 2017. On May 26, 2023, Impact Wrestling announced that the 2023 Victory Road would take place on September 8, 2023, at the Westchester County Center in White Plains, New York, as they would tape the following day the 1,000th episode of Impact!, named Impact 1000.",48
Q_1161,Why did TNA discontinue most of its monthly pay-per-view events in 2013?,"['To focus on weekly television series', 'To introduce the new pre-recorded One Night Only events', 'To reduce production costs', 'To increase ticket sales']",1,"### Article: Victory Road (2023).
### Section: Production.
### Subsection: Background.
### Text: Victory Road was an annual professional wrestling event produced by Impact Wrestling (then known as Total Nonstop Action Wrestling) between 2004 and 2012. In 2013, TNA discontinued most of its monthly pay-per-view events in favor of the new pre-recorded One Night Only events. Victory Road would be revived as a ""One Night Only"" event in 2014 and a special edition of Impact's weekly television series in 2017. On May 26, 2023, Impact Wrestling announced that the 2023 Victory Road would take place on September 8, 2023, at the Westchester County Center in White Plains, New York, as they would tape the following day the 1,000th episode of Impact!, named Impact 1000.",48
Q_1162,When was the 2023 Victory Road event announced by Impact Wrestling?,"['May 26, 2022', 'May 26, 2023', 'September 8, 2022', 'September 8, 2023']",1,"### Article: Victory Road (2023).
### Section: Production.
### Subsection: Background.
### Text: Victory Road was an annual professional wrestling event produced by Impact Wrestling (then known as Total Nonstop Action Wrestling) between 2004 and 2012. In 2013, TNA discontinued most of its monthly pay-per-view events in favor of the new pre-recorded One Night Only events. Victory Road would be revived as a ""One Night Only"" event in 2014 and a special edition of Impact's weekly television series in 2017. On May 26, 2023, Impact Wrestling announced that the 2023 Victory Road would take place on September 8, 2023, at the Westchester County Center in White Plains, New York, as they would tape the following day the 1,000th episode of Impact!, named Impact 1000.",48
Q_1163,"What event will be taped on September 9, 2023, following the 2023 Victory Road?","['Impact 500', 'Impact 1000', 'Impact 2000', 'Impact 5000']",1,"### Article: Victory Road (2023).
### Section: Production.
### Subsection: Background.
### Text: Victory Road was an annual professional wrestling event produced by Impact Wrestling (then known as Total Nonstop Action Wrestling) between 2004 and 2012. In 2013, TNA discontinued most of its monthly pay-per-view events in favor of the new pre-recorded One Night Only events. Victory Road would be revived as a ""One Night Only"" event in 2014 and a special edition of Impact's weekly television series in 2017. On May 26, 2023, Impact Wrestling announced that the 2023 Victory Road would take place on September 8, 2023, at the Westchester County Center in White Plains, New York, as they would tape the following day the 1,000th episode of Impact!, named Impact 1000.",48
Q_1176,On what date did Deadline Hollywood report that the AMPTP and major Hollywood studios did not plan to return to negotiations with the WGA?,"['July 10, 2023', 'July 12, 2023', 'July 15, 2023', 'July 20, 2023']",1,"### Article: 2023 Writers Guild of America strike.
### Section: Timeline of negotiations and strike activity.
### Subsection: Jul-23.
### Text: On July 12, 2023, Deadline Hollywood reported that the AMPTP and the major Hollywood studios did not plan to return to negotiations with the WGA until late October 2023 at the earliest. The studio executives who anonymously spoke with Deadline stated that by October, many writers would be financially strained to the point where they would lose their housing, which they believed would allow them to be in a better position to dictate the terms of any new deal. Representatives for the AMPTP distanced themselves from the anonymous sources, claiming they remained committed to signing a deal as soon as possible.",49
Q_1177,"According to the anonymous studio executives, what would happen to many writers by October 2023?","['They would be financially stable', 'They would lose their housing', 'They would get a raise', 'They would go on vacation']",1,"### Article: 2023 Writers Guild of America strike.
### Section: Timeline of negotiations and strike activity.
### Subsection: Jul-23.
### Text: On July 12, 2023, Deadline Hollywood reported that the AMPTP and the major Hollywood studios did not plan to return to negotiations with the WGA until late October 2023 at the earliest. The studio executives who anonymously spoke with Deadline stated that by October, many writers would be financially strained to the point where they would lose their housing, which they believed would allow them to be in a better position to dictate the terms of any new deal. Representatives for the AMPTP distanced themselves from the anonymous sources, claiming they remained committed to signing a deal as soon as possible.",49
Q_1178,When did the AMPTP and major Hollywood studios plan to return to negotiations with the WGA?,"['Late August 2023', 'Late October 2023', 'Late December 2023', 'Late January 2024']",1,"### Article: 2023 Writers Guild of America strike.
### Section: Timeline of negotiations and strike activity.
### Subsection: Jul-23.
### Text: On July 12, 2023, Deadline Hollywood reported that the AMPTP and the major Hollywood studios did not plan to return to negotiations with the WGA until late October 2023 at the earliest. The studio executives who anonymously spoke with Deadline stated that by October, many writers would be financially strained to the point where they would lose their housing, which they believed would allow them to be in a better position to dictate the terms of any new deal. Representatives for the AMPTP distanced themselves from the anonymous sources, claiming they remained committed to signing a deal as soon as possible.",49
Q_1179,What did representatives for the AMPTP claim to be committed to?,"['Delaying the negotiations', 'Signing a deal as soon as possible', 'Firing the writers', 'Hiring new writers']",1,"### Article: 2023 Writers Guild of America strike.
### Section: Timeline of negotiations and strike activity.
### Subsection: Jul-23.
### Text: On July 12, 2023, Deadline Hollywood reported that the AMPTP and the major Hollywood studios did not plan to return to negotiations with the WGA until late October 2023 at the earliest. The studio executives who anonymously spoke with Deadline stated that by October, many writers would be financially strained to the point where they would lose their housing, which they believed would allow them to be in a better position to dictate the terms of any new deal. Representatives for the AMPTP distanced themselves from the anonymous sources, claiming they remained committed to signing a deal as soon as possible.",49
Q_1204,Who withdrew from hosting the 2023 MTV Movie & TV Awards in support of the WGA strike?,"['Drew Barrymore', 'Jennifer Coolidge', 'Mayim Bialik', 'Seth Meyers']",0,"### Article: 2023 Writers Guild of America strike.
### Section: Response.
### Subsection: Actors during the WGA strike.
### Text: SAG-AFTRA president Fran Drescher and executive vice president Ben Whitehair picketed with the WGA in May. A significant number of other actors also joined the picket lines or otherwise expressed support for the WGA strike. Drew Barrymore withdrew from hosting the 2023 MTV Movie & TV Awards in support of the WGA strike, and Jennifer Coolidge, Joseph Quinn, and Pedro Pascal expressed support for the strike in their pre-recorded speeches during the ceremony. Seth Meyers spoke in support of the strike during the ""Corrections"" segment on Late Night with Seth Meyers a few days before the strike began. Jeopardy! host Mayim Bialik similarly left during the show's last week of filming (for season 39), though production continued with Ken Jennings as host. The strike was also discussed at the Cannes Film Festival press conferences, with Sean Penn, Ethan Hawke, Paul Dano, and Kathleen Kennedy expressing their support. Snoop Dogg spoke in support of the strike during a panel at the Milken Institute and drew parallels with payout conflicts between music artists and music streaming platforms. Talk show hosts Stephen Colbert, Jimmy Fallon, Jimmy Kimmel, Seth Meyers, and John Oliver began a podcast called Strike Force Five to support their out-of-work staff during the strike.",50
Q_1205,Which talk show hosts started a podcast called Strike Force Five to support their out-of-work staff during the strike?,"['Stephen Colbert, Jimmy Fallon, and Jimmy Kimmel', 'Seth Meyers, John Oliver, and Mayim Bialik', 'Stephen Colbert, Jimmy Fallon, Jimmy Kimmel, Seth Meyers, and John Oliver', 'Drew Barrymore, Jennifer Coolidge, and Mayim Bialik']",2,"### Article: 2023 Writers Guild of America strike.
### Section: Response.
### Subsection: Actors during the WGA strike.
### Text: SAG-AFTRA president Fran Drescher and executive vice president Ben Whitehair picketed with the WGA in May. A significant number of other actors also joined the picket lines or otherwise expressed support for the WGA strike. Drew Barrymore withdrew from hosting the 2023 MTV Movie & TV Awards in support of the WGA strike, and Jennifer Coolidge, Joseph Quinn, and Pedro Pascal expressed support for the strike in their pre-recorded speeches during the ceremony. Seth Meyers spoke in support of the strike during the ""Corrections"" segment on Late Night with Seth Meyers a few days before the strike began. Jeopardy! host Mayim Bialik similarly left during the show's last week of filming (for season 39), though production continued with Ken Jennings as host. The strike was also discussed at the Cannes Film Festival press conferences, with Sean Penn, Ethan Hawke, Paul Dano, and Kathleen Kennedy expressing their support. Snoop Dogg spoke in support of the strike during a panel at the Milken Institute and drew parallels with payout conflicts between music artists and music streaming platforms. Talk show hosts Stephen Colbert, Jimmy Fallon, Jimmy Kimmel, Seth Meyers, and John Oliver began a podcast called Strike Force Five to support their out-of-work staff during the strike.",50
